validation_pattern,BRF,EPCs,HN/CA,behavior,behavior_reason,surfaces,channel,ecosystem,applicable_devices,relevant_users,transactional,MDP,test_data,origin,source,hn_source,scope_status,reasoning,duplicate_risk,duplicate_with,QC_REVIEW,evidence
HN_CONFLUENCE,BRF-17442,EPC-21813; EPC-21842,HN011,Incluir contenido Superdestacado,"HN011 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Superdestacado,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-17442
HN: HN011
Superficies: Superdestacado",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN011 (Incluir contenido Superdestacado). EPC consolidado: EPC-21813, EPC-21842. Superficies/canal de cobertura: Superdestacado. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-17442
HN: HN011
Comportamiento: BRF-17442:HN011:incluir-contenido-superdestacado
Fuente HN: CONFLUENCE
Confluence: pageId=6399164496
Extracto: Incluir contenido Superdestacado

 Historia de negocio
 Yo como negocio de Claro Uruguay
 Quiero incluir el contenido Superdestacado del nuevo add on Sony One
 Para promocionar el contenido específico indicado por el proveedor.

 Criterios de aceptación
 Se debe habilitar la visualización de contenidos de Sony One en el carrusel de Superdestacados, conservando el comportamiento y funcionalidad act"
HN_CONFLUENCE,BRF-17442,EPC-21813; EPC-21842,HN012,Habilitar categorías en la home del add on,"HN012 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-17442
HN: HN012
Superficies: Home del add-on",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN012 (Habilitar categorías en la home del add on). EPC consolidado: EPC-21813, EPC-21842. Superficies/canal de cobertura: Home del add-on. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-17442
HN: HN012
Comportamiento: BRF-17442:HN012:habilitar-categor-as-en-la-home-del-add-on
Fuente HN: CONFLUENCE
Confluence: pageId=6399164496
Extracto: Habilitar categorías en la home del add on

 Historia de negocio
 Yo como negocio de Claro Uruguay
 Quiero habilitar botonera de categorías en la home del add on
 Para permitir al usuario filtrar los contenidos VOD.

 Criterios de aceptación
 La botonera debe incluir las siguientes categorías en el orden indicado:
 Acción

 Comedia

 Drama

 Series

 Suspenso

 Familia

 ID"
HN_CONFLUENCE,BRF-17442,EPC-21813; EPC-21842,HN013,Implementar chapitas,"HN013 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Chapita en contenido,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-17442
HN: HN013
Superficies: Chapita en contenido
Figma: figma.com/design/psrFkITfuRUxSgEif2Nha1/Assets-AddOns_SonyOne?node-id=1-1856&t=IPYorOPcwsg2xgI8-1",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN013 (Implementar chapitas). EPC consolidado: EPC-21813, EPC-21842. Superficies/canal de cobertura: Chapita en contenido. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-17442
HN: HN013
Comportamiento: BRF-17442:HN013:implementar-chapitas
Fuente HN: CONFLUENCE
Confluence: pageId=6399164496
Extracto: Implementar chapitas

 Historia de negocio
 Yo como negocio de Claro Uruguay
 Quiero implementar las chapitas en los contenidos
 Para identificar el contenido correspondiente al add on Sony One.

 Criterios de aceptación
 Los contenidos correspondientes al add on deben mostrar la chapita compartida en: https://www.figma.com/design/psrFkITfuRUxSgEif2Nha1/Assets-AddOns_SonyOne?node-id=1-1856&t=IPYor"
HN_CONFLUENCE,BRF-17442,EPC-21813; EPC-21842,HN014,Implementar el logo en correo de bienvenida,"HN014 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie. Canal Email: no es dispositivo OTT/IPTV.",Correo de bienvenida,Email,,,Registrado (tras alta),False,,"BRF: BRF-17442
HN: HN014
Superficies: Correo de bienvenida
Canal: Email",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN014 (Implementar el logo en correo de bienvenida). EPC consolidado: EPC-21813, EPC-21842. Superficies/canal de cobertura: Correo de bienvenida. Canal: Email (no se trata como dispositivo). Sin dispositivo OTT/IPTV aplicable. Usuarios relevantes (solo si cambia el comportamiento): Registrado (tras alta).",UNIQUE,,False,"BRF: BRF-17442
HN: HN014
Comportamiento: BRF-17442:HN014:implementar-el-logo-en-correo-de-bienvenida
Fuente HN: CONFLUENCE
Confluence: pageId=6399164496
Extracto: Implementar el logo en correo de bienvenida

 Historia de negocio
 Yo como negocio de Claro Uruguay
 Quiero implementar el logotipo del add on Sony One en el correo de bienvenida
 Para mostrar al usuario todas las ofertas disponibles al registrarse en Claro video.

 Criterios de aceptación
 En el correo de bienvenida se debe visualizar el logo compartido en :"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN001,Integrar add on Crunchyroll,HN001 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila.,,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN001
Valores declarados: $ 246.00; $ 189.23",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN001 (Integrar add on Crunchyroll). EPC consolidado: EPC-20553, EPC-20875. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN001
Comportamiento: BRF-16018:HN001:integrar-add-on-crunchyroll
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Integrar add on Crunchyroll

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero integrar en la plataforma el add on Crunchyroll
 Para ampliar la oferta actual de contenido.

 Criterios de aceptación
 Se debe configurar el nuevo add on Crunchyroll en de la siguiente manera:
 Nombre del add on: Crunchyroll

 Precio con IVA: RD$ 246.00

 Precio sin IVA: RD$ 189.23

 VAT: % 30

 Tier RO"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN002,Iniciar el flujo de contratación,"HN002 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie. Transaccional porque el título/HN declara inicio o flujo de contratación/pago.",Landing Comercial; Plan Selector; Mi cuenta/Suscripción; vCard,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,True,,"BRF: BRF-16018
HN: HN002
Superficies: Landing Comercial, Plan Selector, Mi cuenta/Suscripción, vCard",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN002 (Iniciar el flujo de contratación). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Landing Comercial, Plan Selector, Mi cuenta/Suscripción, vCard. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario. Transaccional sin MDP explícito en la HN: no se inventa catálogo de pago.",UNIQUE,,False,"BRF: BRF-16018
HN: HN002
Comportamiento: BRF-16018:HN002:iniciar-el-flujo-de-contrataci-n
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Iniciar el flujo de contratación

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero habilitar el inicio del flujo de contratación Norte-Sur al add on Crunchyroll
 Para permitir al usuario realizar la contratación desde la plataforma.

 Criterios de aceptación
 Se debe iniciar el flujo de contratación del add on desde las siguientes secciones de la plataforma:
 Plan selector

 Landi"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN003,Cancelación,HN003 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila.,,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN003",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN003 (Cancelación). EPC consolidado: EPC-20553, EPC-20875. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN003
Comportamiento: BRF-16018:HN003:cancelaci-n
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Cancelación

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero permitir a los usuarios cancelar la suscripción al add on Crunchyroll desde la plataforma
 Para evitar que una vez finalizado el periodo contratado se realice el cobro mensual.

 Criterios de aceptación
 Se debe permitir cancelar la suscripción al add on Crunchyroll en cualquier momento desde la plataforma.

 Una vez he"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN004,Implementar logos del add on Crunchyroll,"HN004 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Landing Comercial; Plan Selector; Checkout; Ticket,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN004
Superficies: Landing Comercial, Plan Selector, Checkout, Ticket",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN004 (Implementar logos del add on Crunchyroll). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Landing Comercial, Plan Selector, Checkout, Ticket. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN004
Comportamiento: BRF-16018:HN004:implementar-logos-del-add-on-crunchyroll
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar logos del add on Crunchyroll

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar los logos del add on Crunchyroll en todas las secciones de la plataforma
 Para identificar el add on entre las ofertas comerciales que tiene la operación.

 Criterios de aceptación
 Se deben implementar los logos del add on Crunchyroll en las siguientes secciones de la plataforma"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN005,Implementar tarjeta en Plan Selector,"HN005 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Plan Selector,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN005
Superficies: Plan Selector",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN005 (Implementar tarjeta en Plan Selector). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Plan Selector. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN005
Comportamiento: BRF-16018:HN005:implementar-tarjeta-en-plan-selector
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar tarjeta en Plan Selector

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar la tarjeta del add on Crunchyroll en el Plan Selector
 Para mostrar al usuario el add on como una oferta comercial disponible para contratación.

 Criterios de aceptación
 Se debe implementar la tarjeta del add on en la posición 7 del Plan Selector compartida en los siguientes insumo"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN006,Implementar Superdestacado en Landing Comercial,"HN006 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Landing Comercial; Superdestacado,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN006
Superficies: Landing Comercial, Superdestacado",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN006 (Implementar Superdestacado en Landing Comercial). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Landing Comercial, Superdestacado. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN006
Comportamiento: BRF-16018:HN006:implementar-superdestacado-en-landing-comercial
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar Superdestacado en Landing Comercial

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar la imagen del Superdestacado del add on Crunchyroll en la Landing Comercial
 Para promocionar los contenidos indicados por el proveedor.

 Criterios de aceptación
 Se debe visualizar la imagen del Superdestacado en la Landing Comercial del add on Crunchyroll, proporcionada"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN007,Integrar imágenes secundarias en Landing Comercial,"HN007 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Landing Comercial,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN007
Superficies: Landing Comercial",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN007 (Integrar imágenes secundarias en Landing Comercial). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Landing Comercial. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN007
Comportamiento: BRF-16018:HN007:integrar-im-genes-secundarias-en-landing-comercial
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Integrar imágenes secundarias en Landing Comercial

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero integrar las imágenes secundarias en la Landing Comercial
 Para promocionar el add on con los contenidos indicados por el proveedor.

 Criterios de aceptación
 Se debe actualizar las imágenes secundarias de acuerdo a la posición indicada:
 Horizontal (1): Attack on Titan

 Horizont"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN008,Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll,"HN008 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Checkout,,OTT,tvOS; Android TV STV; Roku; Fire TV,,False,,"BRF: BRF-16018
HN: HN008
Superficies: Checkout",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN008 (Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Checkout. Dispositivos aplicables: tvOS, Android TV STV, Roku, Fire TV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN008
Comportamiento: BRF-16018:HN008:implementar-imagen-de-contenido-en-la-pantalla-checkout-del-
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll

 Historia de Negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar la imagen del contenido en la pantalla Checkout del add on Crunchyroll
 Para mostrar al usuario la imagen correspondiente al suscribirse.

 Criterios de aceptación
 En la pantalla Checkout del add on Crunchyroll se debe visualizar la imagen d"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN009,Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll,"HN009 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Ticket,,OTT,tvOS; Android TV STV; Roku; Fire TV,,False,,"BRF: BRF-16018
HN: HN009
Superficies: Ticket",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN009 (Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Ticket. Dispositivos aplicables: tvOS, Android TV STV, Roku, Fire TV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN009
Comportamiento: BRF-16018:HN009:implementar-imagen-de-contenido-en-la-pantalla-ticket-del-ad
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll

 Historia de Negocio
 Yo como negocio de Claro video
 Quiero implementar la imagen del contenido en la pantalla Ticket del add on Crunchyroll
 Para mostrar al usuario la imagen correspondiente al suscribirse.

 Criterios de aceptación
 En la pantalla Ticket del add on Crunchyroll se debe visualizar la imagen del contenid"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN010,Implementar imagen en Carrusel Premium,"HN010 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Carrusel Premium; Home del add-on,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN010
Superficies: Carrusel Premium, Home del add-on",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN010 (Implementar imagen en Carrusel Premium). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Carrusel Premium, Home del add-on. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN010
Comportamiento: BRF-16018:HN010:implementar-imagen-en-carrusel-premium
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar imagen en Carrusel Premium

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar la imagen comercial del add on Crunchyroll en el carrusel de Canales Premium
 Para dirigir al usuario a la home del add on.

 Criterios de aceptación
 Se debe implementar la imagen en el carrusel premium en la posición 7 de acuerdo a los insumos compartidos en la HN021.

 Cuando el"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN011,Habilitar sub nodo en el nodo Canales,"HN011 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN011
Superficies: Home del add-on",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN011 (Habilitar sub nodo en el nodo Canales). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Home del add-on. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN011
Comportamiento: BRF-16018:HN011:habilitar-sub-nodo-en-el-nodo-canales
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Habilitar sub nodo en el nodo Canales

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero habilitar el sub nodo Crunchyroll en el nodo Canales
 Para que el usuario pueda acceder fácilmente a los contenidos del proveedor desde cualquier sección de la plataforma.

 Criterios de aceptación
 Se debe habilitar el sub nodo del proveedor en el menú de segundo nivel del nodo Canales, donde:"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN012,Implementar imagen en nodo en nodo Canales/ Premium,"HN012 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN012
Superficies: Home del add-on",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN012 (Implementar imagen en nodo en nodo Canales/ Premium). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Home del add-on. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN012
Comportamiento: BRF-16018:HN012:implementar-imagen-en-nodo-en-nodo-canales-premium
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Implementar imagen en nodo en nodo Canales/ Premium

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero implementar la imagen del add on Crunchyroll en el nodo Canales/ Premium
 Para dirigir al usuario a la home del add on desde este nodo.

 Criterios de aceptación
 Se debe implementar la imagen de acuerdo a los insumos compartidos en la HN021.

 Cuando el usuario seleccione la imag"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN013,Habilitar la pantalla home del add on Crunchyroll,"HN013 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on; Superdestacado,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN013
Superficies: Home del add-on, Superdestacado",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN013 (Habilitar la pantalla home del add on Crunchyroll). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Home del add-on, Superdestacado. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN013
Comportamiento: BRF-16018:HN013:habilitar-la-pantalla-home-del-add-on-crunchyroll
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Habilitar la pantalla home del add on Crunchyroll

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero habilitar la pantalla home del add on Crunchyroll
 Para permitir a los usuarios visualizar el contenido exclusivo ofrecido por el add on.

 Criterios de aceptación
 Se debe habilitar las siguientes secciones en la home del add on:
 Header

 Superdestacado

 Categorías para los conte"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN014,Habilitar brand header,"HN014 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on; Brand header,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN014
Superficies: Home del add-on, Brand header",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN014 (Habilitar brand header). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Home del add-on, Brand header. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN014
Comportamiento: BRF-16018:HN014:habilitar-brand-header
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Habilitar brand header

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero habilitar el header del add on Crunchyroll
 Para mostrar a los usuarios la imagen comercial en la home del add on.

 Criterios de aceptación
 Aplica para dispositivos con rediseño.

 Se debe habilitar el header de acuerdo a los insumos compartidos en la HN021.

 ID"
ALTA_COMPLEJA,BRF-16018,EPC-20553; EPC-20875,HN015,Incluir contenido Superdestacado,"HN015 describe un comportamiento funcional verificable (HN ≠ TC). Los EPC del BRF se conservan como trazabilidad; no multiplican esta fila. Las superficies listadas son dimensión de cobertura, no un comportamiento por superficie.",Home del add-on; Superdestacado,,OTT,WEB; AAF; Android; iOS; tvOS; Windows/XBOX; Consolas; Roku; Fire TV; Android TV STV,,False,,"BRF: BRF-16018
HN: HN015
Superficies: Home del add-on, Superdestacado",directo,Confluence,CONFLUENCE,IN_SCOPE,"Fuente HN015 (Incluir contenido Superdestacado). EPC consolidado: EPC-20553, EPC-20875. Superficies/canal de cobertura: Home del add-on, Superdestacado. Dispositivos aplicables: WEB, AAF, Android, iOS, tvOS, Windows/XBOX, Consolas, Roku, Fire TV, Android TV STV. Sin split de usuario: la HN no diferencia tipos de usuario.",UNIQUE,,False,"BRF: BRF-16018
HN: HN015
Comportamiento: BRF-16018:HN015:incluir-contenido-superdestacado
Fuente HN: CONFLUENCE
Confluence: pageId=5319950351
Extracto: Incluir contenido Superdestacado

 Historia de negocio
 Yo como negocio de Claro Dominicana
 Quiero incluir el contenido Superdestacado del nuevo add on Crunchyroll
 Para promocionar el contenido específico indicado por el proveedor.

 Criterios de aceptación
 Se debe visualizar en el carrusel de Superdestacados de la home de inicio, la imagen destacada de Crunchyroll .

 Se debe visualizar en el "
